timestamp_utc,open,high,low,close,tick_volume,spread,real_volume
2026-06-19T12:05:00Z,4165.5,4165.53,4164.31,4165.34,227,22,0
2026-06-19T12:06:00Z,4165.35,4167.0,4165.06,4166.86,305,22,0
2026-06-19T12:07:00Z,4166.89,4167.51,4165.43,4165.54,288,24,0
2026-06-19T12:08:00Z,4165.55,4166.62,4165.55,4165.74,233,24,0
2026-06-19T12:09:00Z,4165.76,4166.45,4165.27,4165.28,180,22,0
2026-06-19T12:10:00Z,4165.26,4166.79,4165.26,4166.79,185,19,0
2026-06-19T12:11:00Z,4166.76,4166.76,4164.48,4164.7,265,23,0
2026-06-19T12:12:00Z,4164.71,4167.07,4164.7,4166.63,308,24,0
2026-06-19T12:13:00Z,4166.62,4167.0,4164.28,4164.4,245,24,0
2026-06-19T12:14:00Z,4164.41,4164.75,4163.63,4164.02,271,23,0
2026-06-19T12:15:00Z,4164.02,4164.92,4163.24,4163.33,311,22,0
2026-06-19T12:16:00Z,4163.48,4165.68,4163.28,4165.23,269,24,0
2026-06-19T12:17:00Z,4165.24,4165.3,4164.13,4164.27,259,23,0
2026-06-19T12:18:00Z,4164.26,4165.93,4163.75,4165.85,191,21,0
2026-06-19T12:19:00Z,4165.85,4166.22,4164.67,4164.7,303,21,0
2026-06-19T12:20:00Z,4164.68,4165.25,4164.55,4165.13,194,22,0
2026-06-19T12:21:00Z,4165.13,4166.16,4164.02,4164.05,262,24,0
2026-06-19T12:22:00Z,4164.17,4164.25,4162.83,4163.52,228,24,0
2026-06-19T12:23:00Z,4163.52,4168.24,4163.52,4167.61,250,24,0
2026-06-19T12:24:00Z,4167.58,4167.96,4166.92,4167.43,225,24,0
2026-06-19T12:25:00Z,4167.44,4167.49,4166.33,4167.15,187,23,0
2026-06-19T12:26:00Z,4167.04,4167.43,4166.65,4167.13,217,19,0
2026-06-19T12:27:00Z,4167.14,4167.17,4164.56,4165.17,241,20,0
2026-06-19T12:28:00Z,4165.15,4165.19,4162.41,4162.88,268,24,0
2026-06-19T12:29:00Z,4162.88,4163.3,4162.0,4162.65,248,24,0
2026-06-19T12:30:00Z,4162.67,4164.86,4162.64,4163.81,325,24,0
2026-06-19T12:31:00Z,4163.83,4165.77,4163.34,4164.95,260,24,0
2026-06-19T12:32:00Z,4164.9,4166.0,4163.83,4165.62,243,24,0
2026-06-19T12:33:00Z,4165.62,4165.68,4163.46,4164.88,191,24,0
2026-06-19T12:34:00Z,4164.96,4166.04,4164.69,4165.7,221,23,0
2026-06-19T12:35:00Z,4165.73,4165.75,4164.68,4164.94,138,19,0
2026-06-19T12:36:00Z,4164.93,4165.15,4164.07,4164.26,167,19,0
2026-06-19T12:37:00Z,4164.29,4165.06,4164.22,4164.96,104,19,0
2026-06-19T12:38:00Z,4164.96,4165.2,4164.05,4164.3,157,19,0
2026-06-19T12:39:00Z,4164.28,4164.48,4163.09,4163.77,192,22,0
2026-06-19T12:40:00Z,4163.76,4165.33,4163.73,4165.02,167,20,0
2026-06-19T12:41:00Z,4165.03,4165.72,4164.14,4164.23,151,19,0
2026-06-19T12:42:00Z,4164.22,4164.35,4162.96,4163.18,150,20,0
2026-06-19T12:43:00Z,4163.18,4164.87,4162.93,4164.85,171,23,0
2026-06-19T12:44:00Z,4164.85,4164.85,4162.44,4162.59,168,19,0
2026-06-19T12:45:00Z,4162.7,4163.67,4162.65,4163.05,178,19,0
2026-06-19T12:46:00Z,4163.08,4165.14,4162.79,4165.14,166,23,0
2026-06-19T12:47:00Z,4165.14,4167.31,4165.14,4166.99,176,24,0
2026-06-19T12:48:00Z,4166.9,4166.9,4165.13,4165.16,162,24,0
2026-06-19T12:49:00Z,4165.14,4165.14,4162.95,4163.14,200,24,0
2026-06-19T12:50:00Z,4163.18,4164.68,4163.16,4164.66,223,24,0
2026-06-19T12:51:00Z,4164.65,4164.81,4163.23,4163.29,239,24,0
2026-06-19T12:52:00Z,4163.29,4164.25,4163.22,4164.14,192,24,0
2026-06-19T12:53:00Z,4164.14,4165.39,4163.89,4165.1,220,23,0
2026-06-19T12:54:00Z,4165.08,4165.08,4163.73,4164.41,169,21,0
2026-06-19T12:55:00Z,4164.4,4164.73,4163.89,4164.4,165,21,0
2026-06-19T12:56:00Z,4164.35,4164.98,4164.03,4164.2,181,22,0
2026-06-19T12:57:00Z,4164.2,4164.32,4162.96,4163.34,188,22,0
2026-06-19T12:58:00Z,4163.33,4163.63,4161.94,4162.28,193,22,0
2026-06-19T12:59:00Z,4162.29,4162.96,4160.98,4162.85,212,24,0
2026-06-19T13:00:00Z,4162.85,4163.1,4161.76,4162.58,254,24,0
2026-06-19T13:01:00Z,4162.62,4162.64,4159.93,4160.11,193,24,0
